_id,jobUrl,isPartner,isPaused,companyId,applyQuestions,longitude,latitude,cityCategory,logoImg,activeFrom,companyWebsiteLink,candidateContactWay,workplace,company,address,actualCity,postalCode,companyType,companySize,hasVisaSponsorship,language,perkKeys,name,jobType,expLevel,annualSalaryFrom,annualSalaryTo,techCategory,metaCategory,technologies,filterTags,redirectJobUrl,companyPageUrl,deactivatedOn,contractRateFrom,contractRateTo,contractRateType,remoteType,cpc,ba,personEmail,salaryFrom,salaryTo,expiresOn,liteCompanyPageUrl,partnerName
699841b7ffc6234711fd5dca,KMU-Informatikpartner-AG-IT-Verkufer--Berater-80--100-mw,False,False,6997228ac2709ee3656b238f,[],7.50339655,47.04437465,Bern,kmu-informatikpartner-ag-logo-1771513862536.jpg,2026-03-06T07:01:02.196+00:00,adx.ch,Email,office,KMU Informatikpartner AG,Bernfeldweg 13,Jegenstorf,3303,Services,50-200,No,German,[],IT-Verkäufer / Berater 80 – 100% (m/w),Full-Time,Regular,80000.0,120000.0,Business,business,[],[],,,,,,,,,,,,,,,
69aa1750d258c698f9327236,Hyperio-AG-Senior-Full-Stack-Engineer-Consultant-Java-JavaScript--Authentication--Eclipse-Scout,False,False,6667160148c3b9b89c6541a6,[],9.5341441,46.8499689,Chur,hyperio-ag-logo-1718032333163.jpg,2026-03-06T00:00:00.000+01:00,hyperio.ch,CompanyWebsite,hybrid,Hyperio AG,Industriestrasse 44,Wallisellen,8304,Services,<50,No,German,"['wweek42', 'weeksvacation5', 'remote2day', 'hybridwork']","Senior Full-Stack Engineer Consultant (Java, JavaScript) – Authentication & Eclipse Scout",Full-Time,Senior,100000.0,125000.0,Java,softwareeng,"['Java', 'JavaScript', 'Eclipse Scout', 'SOAP', 'REST']","['Backbone', 'BitBucket', 'CI/CD', 'DevOps', 'Eclipse', 'Eclipse Scout', 'IBM', 'Support', 'Java', 'JavaScript', 'Jenkins', 'Maven', 'NPM', 'pnpm', 'SOAP', 'TypeScript', 'Web', 'NodeJS', 'REST', 'Fullstack']",https://www.hyperio.ch/careers-at-hyperio.html#career-position-24,hyperio-ag,,220.0,3200.0,daily,,,,,,,,,
697cb4dbabde68bc5b08d9df,CARU-AG-Full-Stack-Embedded-Engineer-senior,False,False,62066ce19ee8d9d4591ff575,[],8.52873715,47.3700403,Zurich,caru-ag--logo.jpg,2026-03-05T14:29:26.392+01:00,caruhome.com,Email,hybrid,CARU AG,Weberstrasse 3,Zürich,8004,Startup,<50,No,English,"['weeksvacation5', 'hardware', 'intteam', 'hybridwork', 'individualbudget', 'parttime', 'wellconnected', 'equity', 'coffee', 'flexiblework', 'remote3day']",Full-Stack Embedded Engineer (senior),Full-Time,Senior,90000.0,110000.0,C++,hardwareembedded,"['IoT', 'Embedded', 'FreeRTOS', 'C++', 'Linux', 'Python', 'CI/CD', 'Hardware', 'TDD']","['Embedded', 'FreeRTOS', 'Hardware', 'Linux', 'C++', 'CI/CD', 'IoT', 'Python', 'TDD', 'Fullstack']",,,,,,,,,,,,,,,
6968ed440f411af4a62a32ce,devedis-Fullstack-Software-Entwickler-80-100,False,False,5eecb483a5dd130017c82bf6,[],7.4251199,46.9562616,Bern,devedis-logo-1766138658579.jpg,2026-03-05T09:16:14.349+01:00,devedis.ch,CompanyWebsite,hybrid,devedis,Länggassstrasse 7,Bern,3011,Services,<50,No,German,"['weeksvacation5', 'retreat', 'hardware', 'equity', 'cooloffice', 'freelunch', 'flexiblework', 'startupculture', 'teamevents', 'sweets', 'standingdesk', 'parttime', 'freshfruits', 'coffee', 'wellconnected', 'bonuspay', 'beer', 'remote3day', 'hybridwork']",Fullstack Software Entwickler (80-100%),Full-Time,Senior,90000.0,125000.0,JavaScript,softwareeng,"['Git', 'Docker', 'Cloud', 'GitHub', 'DevOps', 'MacBook', 'Slack', 'React', 'NodeJS', 'NextJS', 'React Native', 'Angular', 'Java', 'Kotlin']","['AI', 'Angular', 'Backend', 'CMS', 'Frontend', 'Fullstack', 'Hardware', 'Kotlin', 'Mobile', 'React', 'React Native', 'Spring', 'Spring Boot', 'Web', 'Cloud', 'DevOps', 'Docker', 'Git', 'GitHub', 'Java', 'JavaScript', 'MacBook', 'NextJS', 'NodeJS', 'Slack']",https://devedis.ch/jobs/fullstack-software-engineer?utm_source=swissdevjobs.ch&utm_medium=inserat&utm_campaign=Jobs+Fullstack,devedis,,,,,,,,,,,,,
699f4e03edeb8ddf7e8ca147,Rockstar-Recruiting-AG-Staff-Fullstack-Software-Engineer---US-FinTech,False,False,5e31555ae45fb90017a35624,[],8.5379844,47.3742832,Zurich,rockstar-recruiting-logo.jpg,2026-03-05T00:00:00.000+01:00,rockstar.jobs,Email,hybrid,Rockstar Recruiting AG,Seidengasse 6,Luzern,8001,Services,<50,No,English,"['teamevents', 'hybridwork', 'relocation', 'hardware', 'flexiblework', 'intteam', 'parttime', 'remote2day']",Staff Fullstack Software Engineer - US FinTech,Full-Time,Senior,130000.0,160000.0,Java,softwareeng,"['Java', 'React', 'NodeJS', 'Kubernetes', 'API', 'JavaScript']","['Support', 'Java', 'Kotlin', 'Kubernetes', 'Mobile', 'NodeJS', 'React', 'React Native', 'Security', 'Swift', 'Web', 'microservices', 'API', 'JavaScript', 'Fullstack']",,,,,,,,,,,,,,,
69a6c0e153fb865e16f146f8,SIGA-Services-AG-Senior-Full-Stack-Developer--Technical-Project-Lead-80-100,False,False,602234eb31ea000017d70fd4,[],8.13663722,47.0802871,Luzern,siga-services-ag-logo-1772695674068.jpg,2026-03-05T00:00:00.000+01:00,siga.swiss,CompanyWebsite,office,SIGA Services AG,Rütmattstrasse 7,Ruswil,6017,Services,500-1k,No,German,"['coffee', 'coparking', 'cooloffice', 'discounts', 'flexiblework', 'freshfruits', 'intteam', 'maternity', 'parttime', 'standingdesk', 'teamevents', 'coworkshops']",Senior Full Stack Developer & Technical Project Lead (80-100%),Full-Time,Senior,100000.0,120000.0,PHP,softwareeng,"['API', 'Backend', 'Docker', 'Frontend', 'JavaScript', 'Kubernetes', 'PHP', 'REST', 'Symfony', 'TypeScript', 'Web', 'Vue']","['API', 'Backend', 'Docker', 'Frontend', 'JavaScript', 'Kubernetes', 'PHP', 'Product Owner', 'REST', 'Symfony', 'TypeScript', 'Web', 'Vue', 'Fullstack']",https://jobs.siga.swiss/Senior-Full-Stack-Developer-Technical-Project-Lead-80-100-de-j649.html,,,,,,,,,,,,,,
69a83e0cb6bb142a9063de0d,Luota-AG-Software-Engineer-Dynamics-365-Business-Central-60-100,False,False,699d629606c90265d4dea451,[],8.60181498,47.3942052,Zurich,luota-ag-logo-1771922099137.jpg,2026-03-05T00:00:00.000+01:00,luota.ch,Email,hybrid,Luota AG,Stettbachstrasse 7,Dübendorf,8600,Product,<50,No,German,"['coffee', 'flexiblework', 'hybridwork', 'pingpong', 'parttime', 'relaxroom', 'standingdesk', 'tablefoot', 'startupculture', 'remote2day']",Software Engineer Dynamics 365 Business Central 60-100%,Full-Time,Senior,115000.0,140000.0,IT,softwareeng,"['Visual Studio', 'Microsoft Dynamics 365 BC', '.NET Framework', 'Claude Code']","['Claude Code', 'DevOps', 'Product Owner', 'REST', 'Visual Studio', 'Office 365', 'ASP.NET', '.NET Framework', 'Microsoft Dynamics 365 BC']",,,,,,,,,,,,,,,
6995857b43df36437ca4bb4c,ORIGYN-Venture-Front-End-Developer,False,False,69650f74e702a23299ee3266,[],6.9026629,46.9837701,Lausanne,origyn-venture-logo-1768301543099.jpg,2026-03-04T07:00:47.877+00:00,origyn.ch,Email,hybrid,ORIGYN Venture,rue des usines 44,Neuchatel,2000,Product,<50,Yes,English,"['accinsurance', 'coffee', 'cooloffice', 'hybridwork', 'startupculture', 'parttime', 'pingpong', 'remote2day']",Front End Developer,Full-Time,Regular,60000.0,65000.0,JavaScript,blockchain,"['API', 'Blockchain', 'E2E', 'Frontend', 'Git', 'GitLab', 'GraphQL', 'JavaScript', 'REST', 'React', 'Redux', 'TypeScript', 'Web3', 'Web', 'UX UI Design', 'NodeJS']","['API', 'Blockchain', 'E2E', 'Frontend', 'Git', 'GitLab', 'GraphQL', 'JavaScript', 'REST', 'React', 'Redux', 'TypeScript', 'Web3', 'Web', 'UX UI Design', 'NodeJS']",,,,,,,,,,,,,,,
69a6c11153fb865e16f14702,SHOTOVER-Systems-Computer-Vision--AI-Engineer---Airborne-Surveillance,False,False,662f8ba473b49353b0ecee33,[],8.5388837,47.3679227,Zurich,shotover-systems-logo-1714392574011.jpg,2026-03-04T00:00:00.000+01:00,shotover.com,Email,hybrid,SHOTOVER Systems,Zeughausstrasse 31,Zurich,8004,Startup,50-200,No,English,"['equity', 'freelunch', 'startupculture', 'remote1day', 'hybridwork']",Computer Vision / AI Engineer - Airborne Surveillance,Full-Time,Regular,105000.0,145000.0,C++,softwareeng,"['C++', 'Python', 'opencv']","['AI', 'Computer Vision', 'Python', 'C++', 'opencv']",,,,,,,,,,,,,,,
697a301b23f0a16ec15211f2,amtiq-connect-ag-Senior-System-Engineer,False,False,6127b34bba967a001860db19,[],9.4368215,47.0425504,Liechtenstein,amtiq-connect-ag-logo.jpg,2026-03-03T08:12:42.512+01:00,ametiqconnect.com,Email,hybrid,amétiq connect ag,Falknisstrasse 9A,Sargans,7320,Product,<50,No,German,"['weeksvacation5', 'coffee', 'coparking', 'flexiblework', 'phonesub', 'parttime', 'sabbatical', 'sweets', 'standingdesk', 'wellconnected', 'buymorevacation', 'pizza', 'remote2day', 'hybridwork']",Senior System Engineer,Full-Time,Senior,100000.0,130000.0,System,infra,"['AI', 'Cloud', 'Kubernetes', 'Linux', 'System Engineer', 'Docker', 'Firewall', 'IAM', 'Kibana', 'LDAP', 'MariaDB', 'Network', 'WAF', 'Zabbix']","['AI', 'Cloud', 'Kubernetes', 'Linux', 'System Engineer', 'Docker', 'Firewall', 'IAM', 'Kibana', 'LDAP', 'MariaDB', 'Network', 'WAF', 'Zabbix']",,,,,,,,,,,,,,,
69276d761dc67fc03351e0db,Rockstar-Recruiting-AG-Data-Engineer-remote-EU,False,False,5e31555ae45fb90017a35624,[],8.5379682,47.3743297,Zurich,rockstar-recruiting-logo.jpg,2026-03-03T00:00:00.000+01:00,rockstar.jobs,Email,remote,Rockstar Recruiting AG,Seidengasse 6,Zurich,8001,Services,<50,No,English,"['teamevents', 'relocation', 'hardware', 'flexiblework', 'intteam', 'parttime', 'remotefull']",Data Engineer (remote EU),Full-Time,Regular,80000.0,90000.0,Data,mlaidata,"['Python', 'SQL', 'Git', 'CI/CD', 'API', 'Golang', 'ETL', 'TypeScript', 'Data Warehouse']","['API', 'Backend', 'CI/CD', 'Data Warehouse', 'ETL', 'Git', 'Golang', 'Support', 'JavaScript', 'PostgreSQL', 'SQL', 'TypeScript', 'dbt', 'Python']",,,,,,,countryandeu,,,,,,,,
699daff185e6ca7a98cc314b,Rockstar-Recruiting-AG-Engineering-Manager---US-FinTech,False,False,5e31555ae45fb90017a35624,[],8.5379844,47.3742832,Zurich,rockstar-recruiting-logo.jpg,2026-03-03T00:00:00.000+01:00,rockstar.jobs,Email,hybrid,Rockstar Recruiting AG,Seidengasse 6,Luzern,8001,Services,<50,No,English,"['teamevents', 'hybridwork', 'relocation', 'hardware', 'flexiblework', 'intteam', 'parttime', 'remote2day']",Engineering Manager - US FinTech,Full-Time,Lead,150000.0,180000.0,Manager,management,"['Java', 'React', 'Kubernetes', 'NodeJS', 'Kotlin']","['Support', 'Java', 'Kotlin', 'Kubernetes', 'Mobile', 'NodeJS', 'React', 'React Native', 'Swift', 'microservices']",,,2026-03-02,,,,,,,,,,,,
69a6e79953fb865e16f1496c,Switch-Delivery-Lead-80-100---all-identities-and-backgrounds,False,False,675aaf179a12c08c8f4d4ef3,[],8.531119,47.3732318,Zurich,switch-logo-1733996847625.jpg,2026-03-03T00:00:00.000+01:00,switch.ch,CompanyWebsite,hybrid,Switch,Werdstrasse 2,Zurich,8004,Product,50-200,No,German,"['parttime', 'hybridwork', 'flexiblework', 'wellconnected', 'accinsurance', 'halffare', 'sabbatical']",Delivery Lead (80-100% - all identities and backgrounds),Full-Time,Lead,100000.0,140000.0,DevOps,clouddevops,"['Cloud', 'Flow', 'Support']","['Cloud', 'Flow', 'Support', 'DevOps']",https://recruitingapp-2563.umantis.com/Vacancies/543/Application/New/1?lang=eng,switch,,,,,,,,,,,,,
699f4dd9edeb8ddf7e8ca139,Rockstar-Recruiting-AG-Principal-Engineer-Frontend-US-FinTech-in-,False,False,5e31555ae45fb90017a35624,[],8.5379844,47.3742832,Zurich,rockstar-recruiting-logo.jpg,2026-03-02T00:00:00.000+01:00,rockstar.jobs,Email,office,Rockstar Recruiting AG,Seidengasse 6,Zurich,8001,Services,<50,No,English,"['teamevents', 'relocation', 'hardware', 'flexiblework', 'intteam', 'parttime']",Principal Engineer Frontend [US-FinTech in 🇨🇭],Full-Time,Lead,195000.0,230000.0,JavaScript,softwareeng,"['React', 'NodeJS', 'Java', 'API', 'TypeScript', 'Mobile', 'AWS']","['Frontend', 'Mobile', 'Web', 'API', 'AWS', 'Java', 'JavaScript', 'NodeJS', 'React', 'TypeScript']",,,,,,,,,,,,,,,
69a048fb6efd52c610769fb3,FIVE-Informatik-AG-Senior-Software-Engineer-CNET-mwd-80-100,False,False,699ea5aa04e31d5b35d29b21,[],7.49644238,47.01838075,Bern,five-informatik-ag-logo-1772004806823.jpg,2026-03-02T00:00:00.000+01:00,fiveinformatik.ch,Email,hybrid,FIVE Informatik AG,Bahnhofstrasse 5,Urtenen-Schönbühl,3322,Services,50-200,No,German,"['wweek40', 'flexiblework', 'wellconnected', 'hybridwork', 'rekachecks', 'standingdesk', 'halffare', 'teamevents', 'remote4day']",Senior Software Engineer C#/.NET (m/w/d) 80-100%,Full-Time,Senior,90000.0,125000.0,dotNET,softwareeng,"['Blazor', 'C#', 'CI/CD', 'DevOps', 'Support', 'WPF', 'WebAssembly', 'ASP.NET']","['Blazor', 'C#', 'CI/CD', 'DevOps', 'WPF', 'WebAssembly', 'ASP.NET', 'Support']",,,,,,,,,,,,,,,
